procurement_id,date,school_id,vendor_name,grain_type,quantity,unit,total_cost,payment_status,quantity_kg,total_cost_inr,cost_per_kg
MDM005222,2025-08-06,SCH0584,Kumar & Co.,Wheat,36.2,KGS,"1,086/-",Paid,36.2,1086.0,29.999999999999996
MDM011358,2025-04-25,S0041,Goyal Enterprises,Atta,36.9,kg,1107,Pending,36.9,1107.0,30.0
MDM011550,2025-12-05,SCH0360,Goyal Mill,Pulses,16800,grams,,Pending,16.8,0.0,0.0
MDM008744,2026-03-27,SCH0238,Goyal Mill,Atta,33200,grams,996/-,Pending,33.2,996.0,29.999999999999996
MDM006067,2025-06-29,SCH0338,Goyal Enterprises,Wheat,,,"Rs. 1,188",Paid,0.0,0.1188,0.0
MDM005813,2025-08-16,SCH0090,Goyal Mill,Edible Oil,56.1,KGS,"Rs. 6,732",Pending,56.1,0.6732,0.012
MDM002848,2025-06-10,SCH0504,S. Agro Works,Lentils,0.9640000000000001,50kg Bags,4338,Paid,48.2,4338.0,90.0
MDM010328,2025-11-03,SCH0020,Sharma Traders,Wheat,52.7,KG,"1,581/-",Pending,52.7,1581.0,30.0
MDM002479,2025-05-11,0024,S. Agro Works,Pulses,42.9,KG,3861,Pending,42.9,3861.0,90.0
MDM000716,2025-06-05,SCH0238,Singh Agro,Rice,,,₹716,Paid,0.0,716.0,0.0
MDM002958,2026-01-25,SCH0071,Sharma Traders,Rice,,,"1,660/-",Paid,0.0,1660.0,0.0
MDM003483,2025-11-18,SCH0591,Sharma Traders,Edible Oil,,,2988,Paid,0.0,2988.0,0.0
MDM010964,2025-10-26,SCH0308,Kumar General Store,Pulses,10300,grams,927,Paid,10.3,927.0,90.0
MDM006664,2025-05-22,SCH0085,Kumar & Co.,Rice,20.8,kg,832,Pending,20.8,832.0,40.0
MDM004743,2025-12-17,SCH0457,Sharma Traders,Rice,55.7 kg,,"₹2,228",Pending,55.7,2228.0,40.0
MDM007637,2026-03-15,SCH0523,Singh Brothers,Pulses,10700,Grams,963,Pending,10.7,963.0,90.0
MDM007938,2025-08-02,SCH0564,S. Agro Works,Lentils,19.4 kg,,"₹1,746",Paid,19.4,1746.0,90.0
MDM007710,2026-01-09,S0047,Sharma Traders,Edible Oil,22.1,KGS,"Rs. 2,652",Pending,22.1,0.2652,0.011999999999999999
MDM002090,2025-11-04,SCH0362,Kumar General Store,Pulses,32.7,Kgs,2943,Paid,32.7,2943.0,89.99999999999999
MDM003521,2025-10-03,SCH0273,Singh Brothers,Rice,30600,Grams,1224,Pending,30.6,1224.0,40.0
MDM008993,2025-05-30,SCH0498,S. Agro Works,Edible Oil,44.9,KG,5388,Paid,44.9,5388.0,120.0
MDM011488,2025-04-18,SCH0585,Kumar Supplies,Pulses,56,KGS,5040,Pending,56.0,5040.0,90.0
MDM004343,2025-02-06,SCH0540,Sharma Traders,Edible Oil,,,3264,Pending,0.0,3264.0,0.0
MDM001835,2025-07-01,SCH0433,S. Agro Works,Wheat,,,,Paid,0.0,0.0,0.0
MDM007453,2025-06-26,SCH0118,S. Agro Works,Lentils,37300,grams,"3,357/-",Paid,37.3,3357.0,90.0
MDM006563,2026-02-09,SCH0254,Kumar General Store,Atta,1.028,Bori,"₹1,542",Pending,51.4,1542.0,30.0
MDM010532,2025-04-15,S0579,Singh Agro,Edible Oil,56.7,kg,6804,Paid,56.7,6804.0,120.0
MDM009007,2026-02-20,SCH0293,Sharma Traders,Edible Oil,,,"1,404/-",Paid,0.0,1404.0,0.0
MDM004234,2025-09-29,SCH0322,Singh Brothers,Edible Oil,,,"Rs. 3,060",Pending,0.0,0.306,0.0
MDM003704,2026-03-02,SCH0215,Goyal Enterprises,Edible Oil,0.706,Sacks,"₹4,236",Paid,35.3,4236.0,120.00000000000001
MDM010359,2026-07-01,SCH0306,Singh Brothers,Rice,12.4,Kgs,496,Pending,12.4,496.0,40.0
MDM003462,2025-05-18,SCH0407,Singh Brothers,Wheat,22.3,KG,,Paid,22.3,0.0,0.0
MDM002486,2025-04-27,SCH0153,Sharma Traders,Edible Oil,0.838,50kg Bags,5028,Paid,41.9,5028.0,120.0
MDM004054,2026-03-31,SCH0366,Goyal Rice Mill,Edible Oil,19500,Grams,"₹2,340",Pending,19.5,2340.0,120.0
MDM007956,2025-12-17,SCH0351,Sharma Traders,Edible Oil,22700,grams,2724,Paid,22.7,2724.0,120.0
MDM007975,2026-03-23,S0408,S. Agro Works,Edible Oil,46.2 kg,,5544,Paid,46.2,5544.0,119.99999999999999
MDM001887,2025-10-31,SCH0056,Goyal Enterprises,Wheat,45,KG,"₹1,350",Pending,45.0,1350.0,30.0
MDM003004,2026-01-13,SCH0384,Singh Agro,Pulses,54.7 kg,,"₹4,923",Paid,54.7,4923.0,90.0
MDM000024,2025-04-22,SCH0127,Singh Brothers,Lentils,,,"Rs. 2,295",Pending,0.0,0.2295,0.0
MDM004534,2026-03-20,SCH0115,Kumar General Store,Pulses,11.2,KGS,"Rs. 1,008",Pending,11.2,0.1008,0.009000000000000001
MDM001310,2025-11-04,SCH0205,Singh Agro,Wheat,51.6,kg,"₹1,548",Pending,51.6,1548.0,30.0
MDM006128,2025-04-30,SCH0567,Goyal Enterprises,Pulses,58.2,Kgs,5238,Pending,58.2,5238.0,90.0
MDM005839,2025-05-04,SCH0088,Goyal Enterprises,Edible Oil,14.3,Kgs,1716,Pending,14.3,1716.0,120.0
MDM000790,2025-06-01,SCH0070,Goyal Mill,Pulses,53.4,kg,4806,Pending,53.4,4806.0,90.0
MDM011337,2025-06-11,SCH0536,Sharma Traders,Edible Oil,44.5,KGS,5340,Paid,44.5,5340.0,120.0
MDM008062,2025-08-13,SCH0106,Goyal Rice Mill,Wheat,,,1299,Pending,0.0,1299.0,0.0
MDM009831,2025-10-11,SCH0323,Goyal Mill,Wheat,,,"Rs. 1,254",Pending,0.0,0.1254,0.0
MDM010960,2026-01-29,S0215,Kumar Supplies,Rice,,,"Rs. 2,040",Pending,0.0,0.204,0.0
MDM003220,2025-09-21,SCH0508,Kumar General Store,Rice,56100,Grams,"₹2,244",Paid,56.1,2244.0,40.0
MDM002515,2025-05-29,SCH0324,Kumar & Co.,Edible Oil,0.8420000000000001,Bori,"₹5,052",Paid,42.1,5052.0,120.0
MDM008147,2025-06-06,SCH0080,Goyal Enterprises,Wheat,11.1,Kgs,₹333,Pending,11.1,333.0,30.0
MDM009622,2026-01-29,SCH0302,Goyal Rice Mill,Lentils,,,"₹4,293",Pending,0.0,4293.0,0.0
MDM010822,2025-09-08,SCH0015,S. Agro Works,Edible Oil,,,"Rs. 3,684",Paid,0.0,0.3684,0.0
MDM009056,2025-05-26,SCH0078,Kumar & Co.,Edible Oil,47.2,kg,5664,Pending,47.2,5664.0,119.99999999999999
MDM011036,2025-04-19,S0351,Kumar General Store,Rice,24.8,kg,₹992,Pending,24.8,992.0,40.0
MDM003686,2026-03-12,SCH0248,Goyal Enterprises,Wheat,0.296,Sacks,₹444,Pending,14.799999999999999,444.0,30.000000000000004
MDM008361,2026-02-23,SCH0396,Kumar & Co.,Edible Oil,0.464,Bags,2784,Pending,23.200000000000003,2784.0,119.99999999999999
MDM001958,2025-11-13,SCH0320,Kumar & Co.,Pulses,33.7 kg,,3033,Pending,33.7,3033.0,89.99999999999999
MDM003705,2025-12-29,SCH0422,Singh Agro,Rice,17.5 kg,,700,Paid,17.5,700.0,40.0
MDM011801,2025-12-01,SCH0125,Sharma Traders,Wheat,15.1,KGS,453,Paid,15.1,453.0,30.0
MDM010510,2025-09-03,SCH0467,Sharma Traders,Edible Oil,1.126,Bori,6756,Paid,56.3,6756.0,120.0
MDM005474,2026-02-22,SCH0547,Sharma Traders,Edible Oil,,,"Rs. 6,120",Pending,0.0,0.612,0.0
MDM007690,2025-08-27,SCH0007,S. Agro Works,Rice,0.9520000000000001,50kg Bags,1904,Pending,47.6,1904.0,40.0
MDM011190,2025-07-15,S0419,Sharma Traders,Rice,31.5,KGS,"₹1,260",Paid,31.5,1260.0,40.0
MDM006608,2025-10-06,SCH0502,Sharma Traders,Rice,0.7859999999999999,Sacks,"Rs. 1,572",Pending,39.3,0.1572,0.004
MDM001396,2025-08-25,SCH0166,Sharma Traders,Atta,30.6 kg,,918/-,Paid,30.6,918.0,30.0
MDM009282,2025-07-11,SCH0220,Singh Agro,Wheat,,,1110,Pending,0.0,1110.0,0.0
MDM007659,2025-06-11,SCH0385,Goyal Rice Mill,Wheat,0.728,bags,"₹1,092",Pending,36.4,1092.0,30.0
MDM011944,2025-07-09,SCH0044,Sharma Traders,Wheat,,,1551,Paid,0.0,1551.0,0.0
MDM009696,2026-03-31,SCH0473,Goyal Mill,Wheat,1.094,Bags,"₹1,641",Paid,54.7,1641.0,30.0
MDM005063,2026-03-09,0076,Kumar General Store,Atta,16.8,KGS,504,Pending,16.8,504.0,30.0
MDM009746,2026-02-26,SCH0361,Kumar & Co.,Edible Oil,53000,Grams,6360,Pending,53.0,6360.0,120.0
MDM005849,2025-12-10,SCH0039,Sharma Traders,Rice,,,"2,396/-",Paid,0.0,2396.0,0.0
MDM006914,2025-04-05,SCH0273,Goyal Rice Mill,Edible Oil,55.3,KGS,"6,636/-",Paid,55.3,6636.0,120.0
MDM003617,2025-08-03,SCH0362,Goyal Mill,Pulses,17600,g,1584,Paid,17.6,1584.0,89.99999999999999
MDM010116,2025-06-29,SCH0147,Sharma Traders,Wheat,58.5 kg,,1755,Pending,58.5,1755.0,30.0
MDM010911,2026-03-26,SCH0018,Kumar General Store,Pulses,1.108,Bori,"Rs. 4,986",Pending,55.400000000000006,0.4986,0.009
MDM001227,2026-03-11,SCH0300,Kumar General Store,Pulses,33.6,KGS,,Pending,33.6,0.0,0.0
MDM005560,2026-01-20,SCH0547,Singh Agro,Pulses,1.106,bags,"₹4,977",Pending,55.300000000000004,4977.0,90.0
MDM003388,2025-04-06,SCH0176,Goyal Enterprises,Edible Oil,18.5,KG,2220,Pending,18.5,2220.0,120.0
MDM003801,2026-03-16,SCH0070,Sharma Traders,Pulses,23.9 kg,,"₹2,151",Paid,23.9,2151.0,90.0
MDM004475,2025-11-05,SCH0564,Kumar Supplies,Pulses,45,kg,4050,Pending,45.0,4050.0,90.0
MDM005141,2025-05-29,SCH0239,Goyal Enterprises,Pulses,1,Sacks,"₹4,500",Pending,50.0,4500.0,90.0
MDM009191,2026-12-02,SCH0307,Goyal Mill,Edible Oil,12800,Grams,1536,Pending,12.8,1536.0,120.0
MDM010552,2026-02-25,SCH0506,Sharma Traders,Rice,23900,g,₹956,Pending,23.9,956.0,40.0
MDM010123,2025-09-04,SCH0086,Kumar & Co.,Lentils,41800,Grams,"₹3,762",Paid,41.8,3762.0,90.0
MDM001311,2025-02-10,SCH0393,Goyal Mill,Wheat,,,Rs. 999,Paid,0.0,0.999,0.0
MDM006699,2026-01-05,SCH0375,Goyal Enterprises,Pulses,11.4,KG,"1,026/-",Pending,11.4,1026.0,90.0
MDM008243,2025-12-29,SCH0089,Goyal Mill,Edible Oil,34300,Grams,4116,Paid,34.3,4116.0,120.00000000000001
MDM005020,2026-09-02,SCH0346,Goyal Enterprises,Rice,23.2,kg,928,Paid,23.2,928.0,40.0
MDM009374,2025-09-23,SCH0339,Kumar Supplies,Rice,56.5,KG,2260,Pending,56.5,2260.0,40.0
MDM010476,2025-10-09,SCH0227,Kumar Supplies,Wheat,58.2,KGS,"1,746/-",Paid,58.2,1746.0,30.0
MDM008975,2025-04-19,SCH0371,Goyal Rice Mill,Wheat,1.034,50kg Bags,1551,Pending,51.7,1551.0,30.0
MDM010601,2025-12-03,SCH0181,Kumar General Store,Lentils,27100,g,"₹2,439",Pending,27.1,2439.0,90.0
MDM003834,2025-09-26,SCH0164,Sharma Traders,Lentils,44800,g,4032,Pending,44.8,4032.0,90.0
MDM001823,2025-09-29,S0325,S. Agro Works,Rice,17700,Grams,708,Paid,17.7,708.0,40.0
MDM007334,2026-02-03,SCH0031,Sharma Traders,Edible Oil,0.892,Bags,5352,Paid,44.6,5352.0,120.0
MDM001316,2026-02-27,S0285,Kumar & Co.,Wheat,15900,grams,477,Paid,15.9,477.0,30.0
MDM011115,2025-03-10,SCH0312,Goyal Mill,Pulses,51.1,KGS,"₹4,599",Paid,51.1,4599.0,90.0
MDM006138,2025-09-07,S0483,Singh Agro,Pulses,0.35,bags,"1,575/-",Pending,17.5,1575.0,90.0
MDM011015,2025-09-20,SCH0519,Kumar General Store,Wheat,,,"Rs. 1,308",Pending,0.0,0.1308,0.0
MDM009785,2026-02-19,S0142,Kumar Supplies,Pulses,27.7,KG,"Rs. 2,493",Pending,27.7,0.2493,0.009
MDM002316,2025-04-17,SCH0291,Sharma Traders,Edible Oil,0.534,50kg Bags,3204,Pending,26.700000000000003,3204.0,119.99999999999999
MDM002827,2026-03-23,SCH0451,Singh Agro,Pulses,38400,grams,3456,Paid,38.4,3456.0,90.0
MDM008362,2025-07-16,SCH0297,Kumar & Co.,Pulses,44800,g,"₹4,032",Pending,44.8,4032.0,90.0
MDM009596,2025-12-03,SCH0297,Kumar & Co.,Pulses,29.3,KGS,,Pending,29.3,0.0,0.0
MDM002596,2025-07-28,SCH0367,Goyal Mill,Rice,,,Rs. 404,Paid,0.0,0.404,0.0
MDM010890,2025-05-13,SCH0351,Sharma Traders,Edible Oil,15.5,kg,,Pending,15.5,0.0,0.0
MDM001340,2025-11-25,SCH0589,Kumar General Store,Pulses,0.848,50kg Bags,3816,Paid,42.4,3816.0,90.0
MDM003265,2025-09-27,SCH0091,Kumar Supplies,Wheat,55800,Grams,"Rs. 1,674",Paid,55.8,0.1674,0.003
MDM004490,2026-02-15,SCH0337,Kumar Supplies,Wheat,0.7020000000000001,50kg Bags,1053,Pending,35.1,1053.0,30.0
MDM000739,2025-08-28,SCH0448,Goyal Rice Mill,Pulses,10.2 kg,,918,Pending,10.2,918.0,90.0
MDM000966,2025-07-22,S0064,Goyal Rice Mill,Atta,26.1,Kgs,783,Pending,26.1,783.0,30.0
MDM000253,2025-04-28,S0025,S. Agro Works,Rice,0.716,bags,"1,432/-",Paid,35.8,1432.0,40.0
MDM003551,2025-07-21,SCH0549,Singh Agro,Rice,1.1,Sacks,"2,200/-",Paid,55.00000000000001,2200.0,39.99999999999999
MDM005624,2025-11-02,SCH0433,Singh Brothers,Pulses,17.4,KGS,"₹1,566",Pending,17.4,1566.0,90.00000000000001
MDM002099,2025-08-08,SCH0419,Kumar Supplies,Pulses,0.8,Sacks,"₹3,600",Paid,40.0,3600.0,90.0
MDM008957,2025-06-29,0194,Kumar General Store,Wheat,40.7,kg,"1,221/-",Paid,40.7,1221.0,29.999999999999996
MDM010100,2025-01-09,S0252,Kumar Supplies,Rice,38300,g,1532,Pending,38.3,1532.0,40.0
MDM008056,2025-04-06,SCH0094,Kumar General Store,Rice,40.6 kg,,"1,624/-",Paid,40.6,1624.0,40.0
MDM000873,2025-07-08,SCH0169,Sharma Traders,Lentils,56000,g,5040,Paid,56.0,5040.0,90.0
MDM011966,2025-11-05,SCH0160,Sharma Traders,Wheat,48.3,Kgs,1449,Paid,48.3,1449.0,30.0
MDM006689,2026-02-18,SCH0195,Sharma Traders,Pulses,35.0 kg,,3150,Paid,35.0,3150.0,90.0
MDM008969,2025-07-28,SCH0515,Goyal Rice Mill,Pulses,20.7 kg,,"Rs. 1,863",Pending,20.7,0.1863,0.009
MDM007963,2025-11-29,SCH0419,Sharma Traders,Pulses,26800,g,"Rs. 2,412",Paid,26.8,0.2412,0.009
MDM011635,2025-04-17,SCH0323,Kumar General Store,Pulses,31.2,KGS,"Rs. 2,808",Pending,31.2,0.2808,0.009
MDM006754,2025-05-15,SCH0088,Sharma Traders,Wheat,1.132,Sacks,1698,Paid,56.599999999999994,1698.0,30.000000000000004
MDM010147,2026-01-27,SCH0148,Sharma Traders,Pulses,,,4842,Pending,0.0,4842.0,0.0
MDM006168,2025-06-28,SCH0061,Goyal Mill,Edible Oil,26.2,Kgs,"₹3,144",Pending,26.2,3144.0,120.0
MDM008014,2025-08-17,SCH0473,Kumar Supplies,Wheat,54.1,kg,"Rs. 1,623",Pending,54.1,0.1623,0.003
MDM007367,2025-09-21,SCH0208,Goyal Rice Mill,Rice,41.5,KG,1660,Pending,41.5,1660.0,40.0
MDM009805,2025-11-25,S0096,Sharma Traders,Rice,1.072,bags,,Pending,53.6,0.0,0.0
MDM007069,2025-05-23,SCH0394,Kumar Supplies,Edible Oil,49,Kgs,"₹5,880",Paid,49.0,5880.0,120.0
MDM007821,2025-10-24,0207,Sharma Traders,Pulses,27.3,kg,"Rs. 2,457",Paid,27.3,0.2457,0.009
MDM010201,2026-03-03,SCH0109,Goyal Enterprises,Pulses,,,"2,043/-",Pending,0.0,2043.0,0.0
MDM010669,2025-04-24,SCH0518,Goyal Rice Mill,Pulses,20.2 kg,,"Rs. 1,818",Pending,20.2,0.1818,0.009
MDM007135,2025-09-16,SCH0324,Sharma Traders,Pulses,13.7 kg,,1233,Pending,13.7,1233.0,90.0
MDM010326,2025-04-03,S0378,Goyal Mill,Pulses,31.3 kg,,"Rs. 2,817",Paid,31.3,0.2817,0.009
MDM009179,2025-06-26,0566,Singh Agro,Rice,0.344,50kg Bags,Rs. 688,Paid,17.2,0.688,0.04
MDM008511,2025-12-31,SCH0021,Kumar & Co.,Pulses,33,KGS,"2,970/-",Pending,33.0,2970.0,90.0
MDM003911,2026-03-24,SCH0289,Sharma Traders,Rice,23400,g,936,Pending,23.4,936.0,40.0
MDM007542,2025-09-15,SCH0417,Singh Brothers,Wheat,12300,g,369,Pending,12.3,369.0,30.0
MDM000448,2025-09-08,SCH0341,Kumar Supplies,Rice,0.294,50kg Bags,588,Paid,14.7,588.0,40.0
MDM011593,2025-08-31,SCH0392,Kumar Supplies,Rice,,,"Rs. 1,252",Paid,0.0,0.1252,0.0
MDM000057,2025-09-29,SCH0531,Goyal Rice Mill,Pulses,0.698,50kg Bags,"₹3,141",Pending,34.9,3141.0,90.0
MDM005874,2025-09-18,0332,Kumar Supplies,Wheat,55.9 kg,,"Rs. 1,677",Paid,55.9,0.1677,0.003
MDM002856,2025-11-04,SCH0363,Singh Brothers,Wheat,0.344,Bags,516,Pending,17.2,516.0,30.0
MDM009555,2026-03-04,SCH0388,Singh Agro,Rice,56.2 kg,,2248,Paid,56.2,2248.0,40.0
MDM002987,2025-09-20,SCH0025,Kumar & Co.,Pulses,55600,g,,Pending,55.6,0.0,0.0
MDM000477,2025-09-11,SCH0193,Sharma Traders,Edible Oil,57.5 kg,,"Rs. 6,900",Pending,57.5,0.69,0.011999999999999999
MDM004092,2025-11-05,SCH0177,Kumar Supplies,Edible Oil,38300,grams,"Rs. 4,596",Pending,38.3,0.4596,0.012
MDM007031,2025-03-12,SCH0074,Sharma Traders,Wheat,0.988,Sacks,"1,482/-",Pending,49.4,1482.0,30.0
MDM004542,2025-03-10,SCH0197,Goyal Rice Mill,Pulses,,,5148,Paid,0.0,5148.0,0.0
MDM007415,2025-10-30,SCH0184,Kumar Supplies,Edible Oil,26300,grams,"3,156/-",Paid,26.3,3156.0,120.0
MDM005936,2025-09-22,SCH0339,Sharma Traders,Atta,0.628,Bori,,Paid,31.4,0.0,0.0
MDM004227,2025-11-26,SCH0331,Goyal Rice Mill,Edible Oil,,,6936,Pending,0.0,6936.0,0.0
MDM008202,2025-06-14,SCH0013,Goyal Enterprises,Pulses,54.4,KG,4896,Paid,54.4,4896.0,90.0
MDM009195,2026-03-18,SCH0391,Singh Agro,Edible Oil,50.4,kg,"₹6,048",Paid,50.4,6048.0,120.0
MDM000751,2026-02-19,SCH0503,Sharma Traders,Pulses,11.9,Kgs,1071,Pending,11.9,1071.0,90.0
MDM010836,2025-09-20,SCH0420,Singh Brothers,Pulses,10.9 kg,,981,Pending,10.9,981.0,90.0
MDM005788,2025-06-26,SCH0008,Sharma Traders,Pulses,18500,grams,"₹1,665",Paid,18.5,1665.0,90.0
MDM005067,2025-09-17,SCH0269,Sharma Traders,Wheat,52000,g,"₹1,560",Pending,52.0,1560.0,30.0
MDM000377,2026-01-19,SCH0492,Kumar Supplies,Wheat,44400,Grams,"Rs. 1,332",Pending,44.4,0.1332,0.0030000000000000005
MDM002459,2025-10-30,SCH0045,Kumar & Co.,Wheat,29400,Grams,882,Pending,29.4,882.0,30.0
MDM007625,2025-07-10,SCH0367,Sharma Traders,Rice,50.4,kg,"₹2,016",Paid,50.4,2016.0,40.0
MDM005454,2025-10-25,S0373,Sharma Traders,Rice,51.1 kg,,"₹2,044",Paid,51.1,2044.0,40.0
MDM009801,2026-02-11,SCH0302,Sharma Traders,Pulses,53.7,Kgs,4833,Paid,53.7,4833.0,90.0
MDM009295,2025-09-24,SCH0354,Goyal Enterprises,Pulses,46.9,KGS,"4,221/-",Paid,46.9,4221.0,90.0
MDM008719,2025-04-02,SCH0121,Goyal Enterprises,Wheat,48000,Grams,1440,Pending,48.0,1440.0,30.0
MDM008273,2025-10-15,SCH0250,Singh Brothers,Rice,54.6,KG,2184,Pending,54.6,2184.0,40.0
MDM004412,2025-11-06,S0116,Singh Brothers,Atta,,,₹759,Pending,0.0,759.0,0.0
MDM008641,2026-01-04,SCH0046,Sharma Traders,Edible Oil,37900,Grams,4548,Pending,37.9,4548.0,120.0
MDM003456,2025-06-25,SCH0278,Singh Agro,Rice,45800,g,"Rs. 1,832",Pending,45.8,0.1832,0.004
MDM003406,2025-01-11,SCH0500,Sharma Traders,Edible Oil,22100,grams,"₹2,652",Pending,22.1,2652.0,119.99999999999999
MDM005503,2026-01-22,SCH0172,Kumar General Store,Wheat,0.334,Sacks,Rs. 501,Pending,16.7,0.501,0.030000000000000002
MDM009602,2025-08-26,0265,Singh Agro,Wheat,47100,grams,"Rs. 1,413",Pending,47.1,0.1413,0.003
MDM002401,2025-10-04,SCH0271,Kumar General Store,Rice,24.6,KG,Rs. 984,Pending,24.6,0.984,0.039999999999999994
MDM005047,2026-07-02,SCH0051,S. Agro Works,Rice,,,Rs. 568,Pending,0.0,0.568,0.0
MDM004890,2025-06-29,SCH0376,Kumar Supplies,Rice,56.2,Kgs,2248,Paid,56.2,2248.0,40.0
MDM008659,2026-02-09,SCH0573,Kumar General Store,Rice,25.8 kg,,"₹1,032",Paid,25.8,1032.0,40.0
MDM007020,2025-08-22,0141,Goyal Mill,Wheat,42.4,KGS,"1,272/-",Pending,42.4,1272.0,30.0
MDM005246,2025-08-05,SCH0100,Singh Agro,Edible Oil,48.2 kg,,5784,Pending,48.2,5784.0,120.0
MDM008686,2025-04-11,0319,Singh Brothers,Edible Oil,30800,Grams,"₹3,696",Pending,30.8,3696.0,120.0
MDM008154,2025-05-08,SCH0412,Sharma Traders,Rice,0.81,50kg Bags,"Rs. 1,620",Pending,40.5,0.162,0.004
MDM009660,2025-07-11,SCH0223,S. Agro Works,Rice,0.648,50kg Bags,"1,296/-",Paid,32.4,1296.0,40.0
MDM006193,2025-11-16,SCH0505,Kumar & Co.,Lentils,42900,g,3861,Paid,42.9,3861.0,90.0
MDM004723,2025-09-06,SCH0238,Goyal Rice Mill,Rice,40.2,KG,"₹1,608",Pending,40.2,1608.0,40.0
MDM010053,2025-07-16,SCH0001,Sharma Traders,Atta,0.588,Bags,882/-,Paid,29.4,882.0,30.0
MDM000228,2026-03-05,SCH0053,Sharma Traders,Wheat,0.298,Bags,447/-,Paid,14.899999999999999,447.0,30.000000000000004
MDM005822,2025-04-28,SCH0181,Kumar Supplies,Edible Oil,10600,g,"₹1,272",Paid,10.6,1272.0,120.0
MDM002318,2025-12-26,SCH0347,Kumar Supplies,Edible Oil,55,KG,"Rs. 6,600",Paid,55.0,0.66,0.012
MDM006553,2026-03-10,SCH0483,Goyal Mill,Wheat,14.4 kg,,432,Pending,14.4,432.0,30.0
MDM009259,2025-09-06,SCH0432,Sharma Traders,Rice,,,"₹2,000",Pending,0.0,2000.0,0.0
MDM005557,2026-03-22,SCH0112,Singh Agro,Pulses,48100,g,"₹4,329",Paid,48.1,4329.0,90.0
MDM002649,2025-06-19,SCH0594,Goyal Rice Mill,Rice,16.2,KGS,648,Paid,16.2,648.0,40.0
MDM001509,2025-08-23,SCH0225,Singh Brothers,Edible Oil,36.5,KG,"Rs. 4,380",Pending,36.5,0.438,0.012
MDM006293,2025-05-12,SCH0144,Sharma Traders,Atta,1.164,bags,"Rs. 1,746",Pending,58.199999999999996,0.1746,0.0030000000000000005
MDM011531,2025-10-22,SCH0269,Singh Agro,Edible Oil,54,KGS,"6,480/-",Pending,54.0,6480.0,120.0
MDM001685,2025-10-11,SCH0001,Sharma Traders,Rice,,,1300,Pending,0.0,1300.0,0.0
MDM000500,2025-11-26,S0095,Kumar General Store,Rice,,,₹672,Pending,0.0,672.0,0.0
MDM007153,2025-07-14,SCH0531,Singh Brothers,Edible Oil,0.238,50kg Bags,1428,Pending,11.899999999999999,1428.0,120.00000000000001
MDM001700,2025-04-19,SCH0221,Goyal Enterprises,Edible Oil,1.106,Bori,6636,Paid,55.300000000000004,6636.0,119.99999999999999
MDM001878,2025-09-16,SCH0594,Sharma Traders,Rice,25.1,KGS,1004,Paid,25.1,1004.0,40.0
MDM004360,2025-04-24,SCH0307,Sharma Traders,Wheat,,,768,Pending,0.0,768.0,0.0
MDM000514,2026-01-27,SCH0537,Kumar Supplies,Edible Oil,,,6408,Pending,0.0,6408.0,0.0
MDM010563,2025-04-06,SCH0489,Sharma Traders,Pulses,0.7040000000000001,Bags,3168,Pending,35.2,3168.0,89.99999999999999
MDM005490,2025-12-25,SCH0491,Kumar & Co.,Pulses,0.5660000000000001,Bori,"₹2,547",Paid,28.300000000000004,2547.0,89.99999999999999
MDM003695,2025-11-13,SCH0007,Goyal Enterprises,Wheat,0.95,Bori,1425,Paid,47.5,1425.0,30.0
MDM002705,2026-02-27,S0509,Singh Brothers,Rice,,,"₹1,128",Pending,0.0,1128.0,0.0
MDM000821,2025-06-06,SCH0163,Goyal Enterprises,Edible Oil,0.342,bags,"2,052/-",Paid,17.1,2052.0,119.99999999999999
MDM006303,2025-09-17,SCH0229,Sharma Traders,Edible Oil,,,"₹3,492",Pending,0.0,3492.0,0.0
MDM005285,2026-12-01,SCH0248,Singh Brothers,Pulses,51.9,KGS,4671,Paid,51.9,4671.0,90.0
MDM009082,2025-12-09,SCH0261,Sharma Traders,Edible Oil,51.1,KG,6132,Paid,51.1,6132.0,120.0
MDM007093,2025-07-19,SCH0555,Sharma Traders,Wheat,11.6,KG,348/-,Pending,11.6,348.0,30.0
MDM007653,2025-10-21,SCH0563,Goyal Enterprises,Pulses,0.912,50kg Bags,4104,Pending,45.6,4104.0,90.0
MDM002449,2025-05-02,SCH0300,Kumar Supplies,Lentils,0.442,Bori,"Rs. 1,989",Pending,22.1,0.1989,0.009
MDM000475,2026-02-28,SCH0195,Kumar General Store,Pulses,17.1,kg,1539,Paid,17.1,1539.0,89.99999999999999
MDM008067,2026-03-15,SCH0261,Singh Brothers,Rice,56.6,kg,"₹2,264",Pending,56.6,2264.0,40.0
MDM006696,2025-07-09,SCH0361,Sharma Traders,Pulses,,,3483,Pending,0.0,3483.0,0.0
MDM007342,2025-04-19,SCH0469,Kumar Supplies,Rice,49400,g,1976,Paid,49.4,1976.0,40.0
MDM011200,2025-08-17,SCH0473,Singh Agro,Edible Oil,52.4,KGS,"₹6,288",Paid,52.4,6288.0,120.0
MDM006376,2026-01-16,SCH0354,Kumar Supplies,Pulses,0.268,Bori,1206,Pending,13.4,1206.0,90.0
MDM002917,2025-07-31,SCH0026,Goyal Mill,Rice,0.794,Bags,1588,Paid,39.7,1588.0,40.0
MDM003722,2025-11-16,SCH0473,Sharma Traders,Wheat,,,₹885,Paid,0.0,885.0,0.0
